nome,genero,blood_status,profissao,casa,patrono,elemento_preferido,animal_preferido,cor,coragem,ambicao,inteligencia,lealdade,determinacao,justica,criatividade,coragem_moral,cautela,lealdade_a_amigos,competitividade,individualismo,cooperacao,fama_reconhecimento,pertencimento_comunidade,pensamento_analitico,intuicao,estrategia,impulsividade,autocontrole,empatia,etica,pragmatismo,lideranca,leitura_de_pessoas,persistencia,humildade,orgulho,busca_por_proposito_pessoal,identidade_forte
Dr Ashleigh Young,Não-Binário,Mestiço,Professor(a),Slytherin,Raposa,Terra,Serpente,Verde,9,9,4,4,10,3,6,9,2,5,8,8,2,4,6,5,6,9,1,8,1,7,10,7,10,10,1,10,7,7
Natasha Hunt-Cooper,Masculino,Nascido-Trouxa,Professor(a),Gryffindor,Lobo,Fogo,Coruja,Vermelho,8,7,4,10,6,7,7,7,3,8,8,9,3,7,10,8,5,6,6,5,2,2,4,7,6,2,2,9,5,4
Andrea Middleton,Não-Binário,Mestiço,Estudante,Gryffindor,Cão,Fogo,Dragão (miniatura),Vermelho,9,3,7,4,9,10,5,10,1,10,6,10,5,4,2,1,2,6,7,7,10,8,1,8,2,9,9,10,10,3
Vincent Macdonald-Wallace,Feminino,Puro-Sangue,Jogador(a) de Quadribol,Slytherin,Indeterminado,Água,Furão,Prata,2,9,7,7,8,3,10,3,8,5,10,9,5,8,6,10,6,10,2,8,2,1,7,8,5,10,2,9,8,4
Elliot Williams-Green,Não-Binário,Nascido-Trouxa,Jogador(a) de Quadribol,Ravenclaw,Lobo,Água,Fênix,Bronze,6,5,10,5,6,1,9,9,8,6,10,8,4,9,2,8,9,7,5,2,1,1,5,3,8,8,2,8,7,1
Bradley Gray,Feminino,Mestiço,Inominável,Ravenclaw,Indeterminado,Água,Testrálio,Bronze,4,9,10,4,4,1,7,10,8,1,10,6,6,6,4,10,6,7,1,8,1,10,7,8,9,4,8,7,10,10
Grace Pratt,Não-Binário,Mestiço,Pesquisador(a),Slytherin,Lobo,Terra,Sapo,Prata,5,10,5,6,9,3,10,2,6,7,10,9,3,8,6,5,7,9,9,9,3,1,10,9,10,9,2,8,6,4
Jennifer Morgan,Masculino,Puro-Sangue,Desempregado(a),Gryffindor,Serpente,Fogo,Fênix,Vermelho,8,3,7,9,8,5,1,10,1,8,4,10,4,1,8,9,9,4,6,7,5,1,1,5,5,7,8,3,7,2
Steven Powell,Não-Binário,Mestiço,Desempregado(a),Slytherin,Cão,Água,Cachorro,Verde,6,10,4,3,10,4,7,4,1,3,10,10,6,8,3,4,7,7,1,10,3,7,8,8,1,7,3,10,9,8
Timothy McDonald-Holmes,Feminino,Mestiço,Fabricante de Varinhas,Ravenclaw,Cão,Água,Gato,Azul,7,8,8,6,4,1,9,3,7,7,3,7,3,3,4,8,6,7,3,10,3,6,1,5,5,1,8,5,8,3
Kayleigh Hunt,Feminino,Mestiço,Fabricante de Varinhas,Ravenclaw,Cervo,Ar,Furão,Azul,5,7,10,3,1,2,8,8,7,1,8,7,6,1,6,8,10,7,1,10,5,6,6,2,7,6,6,6,10,8
Jay Richardson,Não-Binário,Mestiço,Jornalista,Gryffindor,Cisne,Fogo,Hipogrifo,Vermelho,10,6,6,5,9,4,1,10,1,10,6,7,9,5,4,8,3,3,6,10,6,1,1,7,1,3,4,3,6,1
Amy Moore,Feminino,Puro-Sangue,Jornalista,Ravenclaw,Lebre,Água,Rato,Bronze,7,6,10,7,8,4,10,5,9,7,10,6,5,2,4,8,8,9,2,4,7,4,2,1,7,8,7,1,8,2
Mrs Chelsea Berry,Não-Binário,Mestiço,Pesquisador(a),Gryffindor,Lontra,Ar,Hipogrifo,Vermelho,7,7,8,1,5,4,1,9,2,9,4,4,9,8,8,10,4,6,10,6,6,8,5,5,1,9,1,6,6,9
James Patel-Hunter,Não-Binário,Mestiço,Estudante,Slytherin,Cisne,Água,Furão,Verde,9,8,6,5,10,5,8,4,9,7,8,8,5,7,9,10,6,9,6,7,3,1,6,8,2,6,1,7,3,8
Sara Bond,Masculino,Puro-Sangue,Fabricante de Varinhas,Ravenclaw,Cervo,Ar,Testrálio,Azul,7,6,9,3,5,1,10,1,9,1,1,9,3,7,3,9,10,9,1,3,2,1,8,9,8,1,2,10,10,2
Beverley Hughes-Lloyd,Não-Binário,Mestiço,Pocionista,Slytherin,Cisne,Terra,Amasso (Kneazle),Verde,7,8,9,6,10,5,5,3,8,3,9,8,6,3,8,6,6,9,5,8,1,3,10,10,1,1,2,8,7,10
Robert Anderson-Steele,Feminino,Puro-Sangue,Estudante,Slytherin,Cisne,Terra,Amasso (Kneazle),Prata,5,10,3,5,8,2,2,4,2,2,8,8,4,9,3,8,5,9,4,9,4,6,6,7,7,7,1,10,8,2
Dr Kathryn Lloyd,Masculino,Puro-Sangue,Pesquisador(a),Gryffindor,Salmão,Fogo,Amasso (Kneazle),Vermelho,9,7,8,10,7,8,8,10,3,6,4,2,9,2,6,2,5,2,8,2,4,5,4,7,2,6,8,7,10,3
Philip Wright-Fisher,Feminino,Puro-Sangue,Estudante,Gryffindor,Salmão,Fogo,Sapo,Vermelho,10,5,4,5,5,1,4,8,4,8,4,5,3,4,5,5,8,4,10,4,2,3,3,9,6,9,2,5,8,5
Lewis Knight,Masculino,Puro-Sangue,Membro da Suprema Corte,Slytherin,Lontra,Terra,Sapo,Prata,2,8,2,3,9,3,1,10,6,8,9,9,3,6,5,9,6,9,1,9,4,8,6,10,8,1,3,8,10,2
Dr Barbara Gough,Masculino,Mestiço,Inominável,Hufflepuff,Fênix,Terra,Serpente,Preto,2,2,3,8,9,10,5,2,1,10,2,4,10,2,9,1,9,4,4,5,10,10,8,6,5,9,6,5,8,7
Mr Stuart Thompson,Feminino,Nascido-Trouxa,Desempregado(a),Ravenclaw,Gato,Ar,Gato,Azul,3,3,8,1,7,7,8,2,8,5,10,8,5,8,2,8,7,7,5,10,7,10,5,7,6,1,9,7,10,5
Mark Begum,Feminino,Nascido-Trouxa,Pocionista,Slytherin,Texugo,Água,Sapo,Prata,10,8,4,3,7,5,9,5,9,1,10,7,4,4,1,4,10,7,7,10,4,9,7,10,10,9,3,9,4,10
Philip Fisher,Não-Binário,Mestiço,Estudante,Gryffindor,Cão,Fogo,Rato,Vermelho,8,7,5,2,7,9,4,7,3,10,6,4,6,6,2,7,4,3,6,8,10,6,2,6,9,1,10,9,1,10
Heather Parker,Masculino,Nascido-Trouxa,Inominável,Hufflepuff,Gato,Terra,Aranha,Preto,9,4,5,10,9,8,5,6,4,9,2,2,7,6,9,7,2,4,3,10,9,9,4,7,8,10,8,2,7,5
Maurice Clarke,Não-Binário,Puro-Sangue,Jornalista,Gryffindor,Gato,Fogo,Hipogrifo,Vermelho,7,6,6,6,9,9,8,9,1,9,8,2,5,1,2,8,1,2,7,9,2,2,3,9,6,3,1,8,5,6
Hayley Smith,Masculino,Mestiço,Pocionista,Slytherin,Lebre,Água,Serpente,Prata,3,10,4,6,9,4,2,2,9,1,8,9,4,5,4,7,3,8,8,8,4,9,10,8,8,7,2,10,9,9
Jasmine French-Barlow,Feminino,Puro-Sangue,Jornalista,Ravenclaw,Cavalo,Água,Fênix,Bronze,4,1,8,4,8,5,9,4,6,6,6,8,4,2,5,9,7,7,2,8,2,5,2,3,8,5,3,9,10,10
Barbara North,Feminino,Nascido-Trouxa,Fabricante de Varinhas,Ravenclaw,Cervo,Ar,Pomo,Azul,4,9,8,6,3,1,9,7,6,2,5,6,7,6,6,10,7,8,1,8,7,3,9,7,8,3,4,8,10,9
Carol Begum,Não-Binário,Puro-Sangue,Jornalista,Hufflepuff,Lebre,Terra,Testrálio,Preto,7,3,1,9,5,8,3,1,4,8,2,2,9,1,7,10,2,7,8,7,9,10,3,4,8,8,9,2,3,9
Ian Brookes,Não-Binário,Puro-Sangue,Auror,Gryffindor,Serpente,Fogo,Mini-pufe,Vermelho,7,7,5,3,5,10,2,10,2,10,6,8,6,1,6,2,1,5,6,6,7,4,3,7,6,8,6,4,7,3
Reece Holland,Feminino,Mestiço,Medibruxo(a),Gryffindor,Gato,Fogo,Serpente,Vermelho,10,3,4,3,8,10,5,8,3,8,6,9,9,6,10,4,3,5,8,2,10,2,3,9,4,3,3,9,1,3
Sara Brown,Não-Binário,Mestiço,Pesquisador(a),Hufflepuff,Indeterminado,Terra,Mini-pufe,Preto,9,3,7,8,2,7,6,8,10,9,3,3,7,3,9,1,5,4,5,1,9,8,8,7,10,10,8,3,6,5
Mr Lawrence Russell,Masculino,Nascido-Trouxa,Herbologista,Ravenclaw,Cisne,Ar,Aranha,Azul,7,8,8,6,2,3,10,6,6,3,9,8,3,6,2,10,7,8,4,7,9,8,10,9,9,1,4,2,7,10
Brian Cooper,Masculino,Nascido-Trouxa,Estudante,Hufflepuff,Lebre,Terra,Pomo,Preto,8,1,2,10,6,10,2,1,1,9,1,4,8,4,10,5,9,4,4,1,9,10,6,3,6,9,9,6,2,5
Miss Katherine James,Não-Binário,Nascido-Trouxa,Lojista,Gryffindor,Lobo,Fogo,Sapo,Vermelho,7,3,5,4,8,4,9,10,1,9,5,9,8,9,3,2,6,3,7,9,7,5,1,9,6,4,10,7,4,4
Marcus Miles,Não-Binário,Nascido-Trouxa,Jogador(a) de Quadribol,Hufflepuff,Salmão,Terra,Hipogrifo,Amarelo,10,5,9,10,2,10,8,8,1,8,4,6,7,6,10,10,1,5,10,7,8,10,3,3,10,6,8,2,10,9
Jane Hall,Não-Binário,Nascido-Trouxa,Pesquisador(a),Hufflepuff,Cão,Terra,Dragão (miniatura),Preto,10,4,4,9,5,9,5,6,2,9,5,4,8,8,9,4,9,6,1,8,8,10,10,6,10,6,9,4,1,9
Mr Scott Baxter,Feminino,Mestiço,Pocionista,Ravenclaw,Doninha,Ar,Sapo,Azul,7,5,10,10,6,2,10,5,8,3,4,6,5,1,6,9,6,5,2,10,4,2,1,1,9,3,4,5,10,10
Dr Olivia Jones,Masculino,Puro-Sangue,Inominável,Hufflepuff,Cisne,Fogo,Coruja,Preto,8,3,2,9,2,7,7,10,2,9,5,5,10,9,7,4,1,7,10,4,8,8,7,5,7,7,9,4,8,10
Dr Gareth Rogers,Feminino,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Ravenclaw,Texugo,Água,Amasso (Kneazle),Azul,6,10,8,8,1,8,7,3,8,9,8,8,5,8,4,10,6,5,3,8,7,9,8,6,6,2,8,9,7,1
Connor Cole-Osborne,Não-Binário,Mestiço,Funcionário(a) do Ministério,Gryffindor,Urso,Fogo,Dragão (miniatura),Dourado,10,6,8,8,7,4,7,9,2,9,5,2,5,1,2,2,7,3,6,1,10,10,2,8,4,8,9,10,10,2
Eleanor Carey,Não-Binário,Nascido-Trouxa,Funcionário(a) do Ministério,Gryffindor,Águia,Fogo,Cachorro,Vermelho,9,3,5,3,7,3,4,8,2,10,8,6,3,4,3,5,6,2,9,8,7,3,2,6,6,5,3,6,5,10
Miss Denise Murray,Não-Binário,Nascido-Trouxa,Jornalista,Hufflepuff,Águia,Terra,Gato,Preto,9,3,4,8,1,10,6,2,5,10,4,2,9,4,10,2,8,5,6,2,8,10,2,7,2,6,8,5,4,4
Lee Parker,Não-Binário,Puro-Sangue,Fabricante de Varinhas,Ravenclaw,Raposa,Ar,Fênix,Azul,7,8,9,6,6,10,7,8,6,8,1,7,5,8,6,10,7,7,3,5,10,6,6,10,6,2,4,2,9,6
Rhys Sharp,Não-Binário,Mestiço,Curandeiro(a),Hufflepuff,Lobo,Fogo,Hipogrifo,Amarelo,2,2,1,8,1,10,9,8,10,8,2,3,10,5,8,8,10,5,6,8,10,10,5,6,7,9,7,4,7,7
Claire Bird-Wilkins,Masculino,Nascido-Trouxa,Membro da Suprema Corte,Hufflepuff,Lobo,Terra,Fênix,Preto,3,5,4,10,1,8,10,9,10,10,5,5,7,4,7,7,2,3,2,3,10,7,9,4,2,7,8,4,3,3
Terence Walsh-Anderson,Masculino,Mestiço,Medibruxo(a),Slytherin,Lontra,Terra,Coruja,Verde,2,8,3,4,8,2,5,5,6,1,9,7,6,6,10,9,7,8,8,10,2,6,10,9,5,9,2,7,6,7
Janice Page,Masculino,Nascido-Trouxa,Curandeiro(a),Ravenclaw,Texugo,Ar,Dragão (miniatura),Bronze,4,1,9,9,10,5,7,4,7,6,5,6,6,2,2,9,10,8,5,3,6,7,1,9,9,2,6,8,7,9
Dr Donald Harrison,Feminino,Puro-Sangue,Jornalista,Ravenclaw,Urso,Ar,Sapo,Azul,7,5,8,4,6,9,7,1,9,7,9,6,3,5,4,9,10,5,5,6,2,5,9,9,5,3,3,5,9,9
Terence Potts,Não-Binário,Mestiço,Curandeiro(a),Hufflepuff,Doninha,Terra,Mini-pufe,Amarelo,4,2,9,9,10,10,8,8,1,10,3,3,9,7,7,4,8,3,1,9,8,8,6,3,7,7,8,2,9,8
William Read,Feminino,Nascido-Trouxa,Herbologista,Gryffindor,Fênix,Ar,Cachorro,Dourado,8,4,6,8,9,3,8,10,4,7,8,7,5,1,8,10,2,3,7,4,9,3,5,5,5,7,10,6,8,10
Dr Marc Jones,Feminino,Mestiço,Tratador(a) de Criaturas Mágicas,Slytherin,Indeterminado,Água,Gato,Verde,2,10,7,4,9,4,5,7,9,8,10,8,4,1,8,1,10,10,4,10,1,5,6,10,5,10,1,8,2,8
Dylan Welch,Masculino,Puro-Sangue,Estudante,Slytherin,Urso,Terra,Gato,Verde,8,10,1,4,10,5,5,2,7,9,8,10,5,4,10,8,3,8,4,8,2,4,7,9,4,9,1,10,7,4
Mr Paul Johnson,Masculino,Puro-Sangue,Membro da Suprema Corte,Slytherin,Cão,Água,Furão,Prata,9,10,3,7,9,4,5,8,5,7,9,10,3,2,10,1,2,8,9,7,2,4,8,8,2,5,1,8,9,1
Lee Miles,Masculino,Mestiço,Pocionista,Slytherin,Lebre,Água,Aranha,Verde,8,9,3,5,10,3,1,6,5,6,8,9,6,5,1,3,5,7,9,9,4,3,10,6,10,1,3,7,2,8
Toby Singh,Feminino,Mestiço,Pesquisador(a),Slytherin,Cisne,Terra,Amasso (Kneazle),Prata,6,9,2,4,8,2,7,7,6,4,9,8,6,6,10,4,7,8,2,9,4,8,7,7,6,1,3,9,1,8
Helen Thomas,Feminino,Nascido-Trouxa,Jogador(a) de Quadribol,Ravenclaw,Salmão,Ar,Sapo,Azul,6,6,9,8,10,3,9,6,9,3,4,8,4,9,5,8,8,9,1,4,3,7,7,10,5,7,3,3,10,2
Mathew Allen,Masculino,Mestiço,Inominável,Slytherin,Cisne,Água,Dragão (miniatura),Verde,7,9,3,5,10,2,6,3,4,3,10,7,3,1,5,6,3,8,4,9,4,4,8,8,6,9,2,10,5,7
Carl Mistry-Wilkinson,Masculino,Puro-Sangue,Auror,Hufflepuff,Lontra,Terra,Pomo,Amarelo,8,1,4,9,7,8,7,9,7,10,4,4,10,2,10,1,5,4,4,9,8,8,4,3,10,8,7,2,1,4
Dr Edward Watson,Feminino,Mestiço,Tratador(a) de Criaturas Mágicas,Slytherin,Águia,Terra,Cachorro,Verde,9,9,10,5,9,4,4,9,1,7,8,9,6,9,1,1,8,8,10,9,2,10,7,10,3,2,2,10,7,10
Dr Nicola Law,Masculino,Mestiço,Lojista,Hufflepuff,Fênix,Fogo,Dragão (miniatura),Amarelo,7,4,5,9,3,9,1,10,8,10,2,3,9,5,9,6,6,6,7,7,10,9,4,7,2,7,9,2,7,10
Dr June Thomas,Não-Binário,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Hufflepuff,Águia,Terra,Mini-pufe,Amarelo,1,1,8,8,5,10,7,9,6,8,3,2,7,3,10,1,10,6,9,10,9,8,4,6,9,6,8,5,5,1
Gregory Jones,Masculino,Nascido-Trouxa,Membro da Suprema Corte,Hufflepuff,Cervo,Terra,Cachorro,Preto,1,1,1,10,9,7,4,3,1,10,1,6,8,10,7,8,9,4,10,5,9,7,10,4,8,9,10,4,2,6
Joanne Spencer,Feminino,Nascido-Trouxa,Auror,Slytherin,Cervo,Água,Cachorro,Verde,1,8,10,3,9,5,7,5,8,1,8,7,5,4,7,5,1,7,3,10,1,10,7,10,4,3,1,9,1,6
Nicole Morley,Masculino,Nascido-Trouxa,Funcionário(a) do Ministério,Ravenclaw,Doninha,Água,Furão,Azul,5,1,8,7,6,1,9,5,9,5,1,6,4,5,6,9,6,8,3,8,8,5,5,1,5,3,6,2,10,6
Craig Cooper,Feminino,Mestiço,Estudante,Gryffindor,Lebre,Fogo,Pomo,Vermelho,10,3,4,1,7,6,2,9,4,9,8,9,9,3,4,5,1,2,10,5,9,2,1,8,10,5,8,5,10,10
Maria Page,Feminino,Puro-Sangue,Desempregado(a),Ravenclaw,Cão,Água,Hipogrifo,Azul,5,8,9,2,10,5,9,5,6,3,5,7,3,3,2,9,10,5,2,10,9,9,10,4,9,1,9,3,10,8
Bryan Moore,Feminino,Nascido-Trouxa,Fabricante de Varinhas,Hufflepuff,Cão,Terra,Serpente,Amarelo,8,1,3,10,9,7,4,10,3,8,2,3,8,9,9,9,3,7,8,9,8,10,8,7,7,9,8,3,7,4
Mr Duncan Walters,Não-Binário,Nascido-Trouxa,Inominável,Gryffindor,Texugo,Fogo,Cachorro,Dourado,10,7,5,10,7,10,10,10,2,6,7,9,7,2,3,1,7,4,9,8,1,6,1,7,3,7,3,2,3,7
Marc Perry,Feminino,Nascido-Trouxa,Pesquisador(a),Ravenclaw,Urso,Ar,Hipogrifo,Bronze,6,2,10,9,2,10,9,9,9,7,1,6,6,2,2,8,7,9,4,8,3,2,3,2,8,3,8,2,9,10
Ms Rebecca Pickering,Masculino,Mestiço,Tratador(a) de Criaturas Mágicas,Gryffindor,Águia,Fogo,Amasso (Kneazle),Vermelho,7,3,6,6,7,7,10,7,3,10,4,3,2,3,6,2,2,6,7,10,4,9,1,8,10,6,8,7,4,5
Rita Morris,Feminino,Nascido-Trouxa,Inominável,Hufflepuff,Raposa,Terra,Furão,Preto,6,3,6,10,5,8,7,2,2,9,5,6,9,7,8,7,1,7,3,9,8,10,6,3,5,9,9,5,10,1
Eric Barnes-Taylor,Masculino,Mestiço,Membro da Suprema Corte,Slytherin,Gato,Água,Serpente,Prata,2,9,8,7,9,3,2,3,1,9,9,8,2,5,10,5,2,7,1,8,2,6,7,10,3,1,1,10,2,1
Donald Burgess,Não-Binário,Nascido-Trouxa,Membro da Suprema Corte,Slytherin,Lontra,Água,Amasso (Kneazle),Verde,6,10,8,3,8,4,4,10,10,9,10,8,3,7,4,2,8,8,5,7,4,3,10,9,8,5,2,10,2,4
Lawrence Whitehead-Lowe,Não-Binário,Nascido-Trouxa,Jornalista,Gryffindor,Cavalo,Ar,Fênix,Dourado,8,5,5,9,5,9,1,9,3,6,4,3,6,7,3,3,8,3,9,9,10,6,2,6,10,1,7,4,3,6
Tracey Barnes,Não-Binário,Mestiço,Pesquisador(a),Ravenclaw,Águia,Ar,Sapo,Azul,4,10,10,1,3,6,9,3,9,6,8,8,3,8,3,9,10,9,5,4,3,2,4,2,6,8,9,7,10,1
David Evans-Ahmed,Masculino,Puro-Sangue,Lojista,Slytherin,Lobo,Água,Fênix,Verde,6,10,1,4,10,3,5,10,3,2,8,8,2,7,4,1,10,9,5,8,3,6,8,6,9,10,2,7,1,1
Dorothy Fox,Feminino,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Hufflepuff,Fênix,Terra,Rato,Amarelo,2,4,8,10,5,9,10,1,5,8,4,5,8,2,7,7,5,4,6,5,10,8,6,5,8,7,9,6,7,10
Dr Leon Cooke,Feminino,Puro-Sangue,Pesquisador(a),Slytherin,Lobo,Água,Dragão (miniatura),Prata,10,10,5,7,9,3,8,7,3,5,9,9,2,2,3,7,9,8,7,9,3,4,9,6,3,4,1,9,7,1
Dawn Parker-Pearce,Masculino,Nascido-Trouxa,Pocionista,Gryffindor,Cervo,Fogo,Fênix,Vermelho,9,6,5,1,6,7,3,7,2,7,6,7,4,1,6,8,1,5,10,1,3,10,1,8,6,6,2,7,4,9
Mrs June James,Não-Binário,Puro-Sangue,Membro da Suprema Corte,Slytherin,Lontra,Água,Rato,Prata,4,10,10,5,7,5,6,10,9,10,8,8,6,7,1,2,8,10,8,9,2,3,6,7,10,7,1,7,4,3
Dawn Palmer,Não-Binário,Puro-Sangue,Funcionário(a) do Ministério,Slytherin,Raposa,Água,Pomo,Verde,7,9,4,7,7,3,3,5,4,6,10,10,5,10,5,8,8,8,6,8,3,2,8,8,4,1,1,10,8,8
Mr Ricky Jones,Masculino,Puro-Sangue,Pocionista,Gryffindor,Lobo,Ar,Amasso (Kneazle),Vermelho,7,6,7,7,6,5,9,9,3,6,6,7,2,10,6,5,8,3,9,1,7,5,3,7,1,4,6,7,3,10
Jay Bryan,Masculino,Nascido-Trouxa,Estudante,Slytherin,Urso,Água,Aranha,Verde,2,8,3,3,9,5,4,6,2,9,8,7,5,8,9,5,9,8,8,10,4,7,10,8,4,7,1,8,3,4
Phillip Spencer,Não-Binário,Puro-Sangue,Funcionário(a) do Ministério,Hufflepuff,Serpente,Fogo,Amasso (Kneazle),Amarelo,1,3,7,8,6,9,9,6,3,9,3,4,10,7,8,9,2,4,4,7,8,9,3,5,9,6,6,4,6,3
Donna Saunders,Não-Binário,Nascido-Trouxa,Curandeiro(a),Slytherin,Cervo,Água,Sapo,Verde,5,8,3,3,10,2,5,6,6,2,8,8,3,9,7,7,6,10,9,8,2,9,8,10,2,10,2,7,4,8
Mr Joel Fry,Feminino,Nascido-Trouxa,Pocionista,Gryffindor,Texugo,Fogo,Rato,Vermelho,8,7,8,5,6,6,4,9,3,8,7,4,4,6,2,6,3,4,6,7,2,1,3,8,8,4,9,6,10,8
Anna Fox,Não-Binário,Puro-Sangue,Fabricante de Varinhas,Slytherin,Urso,Água,Aranha,Verde,2,9,9,7,8,2,2,3,2,9,9,7,4,7,5,10,5,7,8,6,2,3,6,8,10,3,2,10,5,3
Natalie Simpson,Masculino,Nascido-Trouxa,Desempregado(a),Ravenclaw,Raposa,Ar,Fênix,Azul,7,5,9,2,9,7,9,2,9,1,5,9,3,3,2,10,7,5,5,9,2,8,5,4,7,4,3,7,7,3
Brandon Connolly-Cooper,Não-Binário,Puro-Sangue,Pesquisador(a),Gryffindor,Doninha,Fogo,Gato,Vermelho,7,4,6,4,7,7,10,8,2,6,7,10,9,2,5,10,6,5,10,3,7,6,5,5,8,2,1,7,8,7
Roger Moore,Não-Binário,Mestiço,Herbologista,Hufflepuff,Lebre,Terra,Testrálio,Preto,5,2,10,8,1,9,4,9,9,8,3,2,9,9,10,4,7,3,5,2,9,10,8,7,1,6,9,2,1,5
Hugh Holloway,Masculino,Puro-Sangue,Professor(a),Gryffindor,Cisne,Fogo,Amasso (Kneazle),Vermelho,10,5,8,6,7,10,2,7,2,8,5,8,4,10,2,2,1,3,8,4,5,8,1,6,6,7,6,9,1,4
Mr Martyn Whitehead,Feminino,Nascido-Trouxa,Jogador(a) de Quadribol,Gryffindor,Cisne,Fogo,Dragão (miniatura),Dourado,9,5,4,8,8,3,8,9,3,8,5,9,9,4,8,8,7,3,9,6,6,7,2,5,5,10,5,5,9,7
Gareth Evans,Não-Binário,Puro-Sangue,Fabricante de Varinhas,Slytherin,Águia,Água,Sapo,Verde,3,9,6,4,10,2,4,10,6,9,9,8,5,6,1,6,9,7,8,6,3,4,8,6,9,7,3,8,1,7
Melissa Clarke,Não-Binário,Puro-Sangue,Estudante,Gryffindor,Urso,Fogo,Pomo,Dourado,8,6,7,6,5,10,4,7,3,7,6,5,8,10,10,4,5,6,7,8,4,10,3,6,4,6,10,9,1,2
Emma Sykes,Masculino,Mestiço,Jornalista,Gryffindor,Salmão,Fogo,Amasso (Kneazle),Vermelho,8,7,7,7,5,5,10,7,2,6,4,10,1,10,9,7,7,6,7,2,8,9,3,6,7,8,9,9,4,10
Craig Robinson,Feminino,Mestiço,Estudante,Hufflepuff,Cavalo,Terra,Dragão (miniatura),Preto,1,1,4,8,2,7,6,2,9,8,3,2,7,10,10,10,6,6,7,1,10,8,9,6,2,6,9,4,10,6
Joyce King-Ward,Feminino,Mestiço,Herbologista,Ravenclaw,Águia,Ar,Coruja,Azul,3,7,10,6,9,3,7,10,6,2,10,8,5,8,3,10,8,7,2,2,7,8,4,4,5,5,10,8,9,6
Jasmine Perkins,Masculino,Puro-Sangue,Lojista,Slytherin,Texugo,Água,Pomo,Verde,9,8,9,7,9,5,9,3,9,2,8,9,4,5,1,1,10,10,6,6,4,9,6,7,10,7,1,10,10,3
Dr Anthony Hopkins,Não-Binário,Mestiço,Tratador(a) de Criaturas Mágicas,Ravenclaw,Indeterminado,Ar,Amasso (Kneazle),Azul,4,9,8,1,3,3,10,2,7,3,10,9,5,10,2,8,7,5,2,4,1,8,5,1,7,1,3,3,10,9
Mrs Hazel White,Feminino,Mestiço,Jogador(a) de Quadribol,Gryffindor,Lobo,Fogo,Mini-pufe,Dourado,8,5,4,9,8,5,8,10,3,10,6,7,9,8,1,10,5,2,7,9,7,10,5,8,7,6,6,1,10,2
Glen Day,Masculino,Mestiço,Jogador(a) de Quadribol,Ravenclaw,Cão,Ar,Cachorro,Azul,4,4,9,6,3,2,10,1,9,1,7,8,4,3,5,10,10,8,3,9,1,4,3,5,6,1,4,6,8,4
Dr Jodie Hurst,Feminino,Mestiço,Tratador(a) de Criaturas Mágicas,Gryffindor,Cisne,Fogo,Mini-pufe,Vermelho,10,3,8,2,6,10,2,10,1,6,8,7,5,9,2,1,10,5,8,2,4,1,4,6,1,6,5,9,8,8
Lynda Turner,Não-Binário,Puro-Sangue,Desempregado(a),Ravenclaw,Texugo,Água,Coruja,Bronze,4,9,10,10,7,3,10,5,8,3,3,6,3,1,5,9,7,7,4,5,9,10,10,1,6,3,8,9,8,3
Brandon Lewis,Masculino,Nascido-Trouxa,Inominável,Slytherin,Cavalo,Terra,Sapo,Verde,8,10,1,5,8,5,7,4,7,10,9,10,5,6,9,10,4,8,4,8,4,6,10,7,8,6,1,7,10,3
Bethany Taylor,Feminino,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Hufflepuff,Indeterminado,Terra,Pomo,Amarelo,3,5,9,8,4,7,1,8,7,10,3,4,7,6,9,5,2,4,10,4,10,9,4,7,7,7,8,5,2,7
Jodie Wade,Masculino,Mestiço,Pesquisador(a),Hufflepuff,Cão,Terra,Gato,Amarelo,2,2,8,8,3,7,3,5,4,9,1,3,7,7,10,10,7,4,6,2,10,8,2,7,7,9,6,3,1,4
Denise Pollard,Feminino,Mestiço,Pesquisador(a),Ravenclaw,Cão,Ar,Dragão (miniatura),Azul,7,2,8,10,5,6,8,9,8,4,9,8,4,6,2,10,8,8,4,10,5,3,3,9,9,5,7,3,9,3
Mrs Shannon Rice,Não-Binário,Puro-Sangue,Funcionário(a) do Ministério,Ravenclaw,Lontra,Ar,Aranha,Azul,4,2,9,5,6,2,7,9,8,9,6,8,5,9,4,9,6,9,5,7,5,10,3,6,7,4,3,8,9,4
Marilyn Richardson,Feminino,Mestiço,Tratador(a) de Criaturas Mágicas,Gryffindor,Gato,Fogo,Aranha,Dourado,9,4,4,2,7,8,3,7,3,7,5,10,9,10,6,1,4,3,9,3,9,4,2,5,3,3,6,2,1,6
Dr Terence Foster,Masculino,Mestiço,Medibruxo(a),Slytherin,Raposa,Terra,Amasso (Kneazle),Verde,4,8,4,3,9,5,2,10,2,9,9,10,2,1,8,2,3,10,3,6,1,10,6,10,3,4,1,9,5,4
Mr Mohamed Russell,Não-Binário,Nascido-Trouxa,Lojista,Slytherin,Águia,Terra,Aranha,Prata,9,8,6,3,7,5,8,7,2,1,8,7,6,9,4,6,4,9,8,9,1,6,6,8,7,10,2,10,7,9
